Id_Q,Score_Q,Body_Q,Clean_Title,Id_A,ParentId,Score_A,Body_A
56229,34,"I'm currently trying ElementTree and it looks fine, it escapes HTML entities and so on and so forth. Am I missing something truly wonderful I haven't heard of? This is similar to what I'm actually doing: import xml.etree.ElementTree as ET root = ET.Element('html') head = ET.SubElement(root,'head') script = ET.SubElement(head,'script') script.set('type','text/javascript') script.text = ""var a = 'I love &amp;aacute; letters'"" body = ET.SubElement(root,'body') h1 = ET.SubElement(body,'h1') h1.text = ""And I like the fact that 3 &gt; 1"" tree = ET.ElementTree(root) tree.write('foo.xhtml') # more foo.xhtml &lt;html&gt;&lt;head&gt;&lt;script type=""text/javascript""&gt;var a = 'I love &amp;amp;aacute; letters'&lt;/script&gt;&lt;/head&gt;&lt;body&gt;&lt;h1&gt;And I like the fact that 3 &amp;gt; 1&lt;/h1&gt; &lt;/body&gt;&lt;/html&gt;",XML writing tools for Python,3098902,56229,24,"There's always SimpleXMLWriter, part of the ElementTree toolkit. The interface is dead simple. Here's an example: from elementtree.SimpleXMLWriter import XMLWriter import sys w = XMLWriter(sys.stdout) html = w.start(""html"") w.start(""head"") w.element(""title"", ""my document"") w.element(""meta"", name=""generator"", value=""my application 1.0"") w.end() w.start(""body"") w.element(""h1"", ""this is a heading"") w.element(""p"", ""this is a paragraph"") w.start(""p"") w.data(""this is "") w.element(""b"", ""bold"") w.data("" and "") w.element(""i"", ""italic"") w.data(""."") w.end(""p"") w.close(html)"
56417,18,"We're at the beginning of a new ERP-ish client-server application, developed as a Python rich client. We're currently evaluating Dabo as our main framework and it looks quite nice and easy to use, but I was wondering, has anyone used it for medium-to-big sized projects? Thanks for your time!",Anyone used Dabo for a medium-big project?,103212,56417,1,"I have no Dabo experience at all but this question is on the top of the list fo such a long time that I decided to give it a shot: Framework selection Assumptions: medium-to-big project: we're talking about a team of more than 20 people working on something for about a year for the first phase. This is usually an expensive and very important effort for the client. this project will have significant amount of users (around a hundred) so performance is essential it's an ERP project so the application will work with large amounts of information you have no prior Dabo experience in your team Considerations: I could not open Dabo project site right now. There seems to be some server problem. That alone would make me think twice about using it for a big project. It's not a well-known framework. Typing Dabo in Google returns almost no useful results, it does not have a Wikipedia page, all-in-all it's quite obscure. It means that when you will have problems with it (and you will have problems with it) you will have almost no place to go. Your question was unanswered for 8 days on SO, this alone would make me re-consider. If you base your project on an obscure technology you have no previous experience with - it's a huge risk. You don't have people who know that framework in your team. It means that you have to learn it to get any results at all and to master it will require quite significant amount of time. You will have to factor that time into your project plan. Do you really need it? What does this framework give you that you cannot do yourself? Quite a lot of time my team tried to use some third-party component or tool only to find that building a custom one would be faster than dealing with third-party problems and limitations. There are brilliant tools available to people nowadays and we would be lost without them - but you have to carefully consider if this tool is one of them Dabo project version is 0.84. Do you know if they spend time optimising their code for performance at this stage? Did you run any tests to see it will sustain the load you have in your NFRs. Hope that helps :) Good luck with your project"
56417,18,"We're at the beginning of a new ERP-ish client-server application, developed as a Python rich client. We're currently evaluating Dabo as our main framework and it looks quite nice and easy to use, but I was wondering, has anyone used it for medium-to-big sized projects? Thanks for your time!",Anyone used Dabo for a medium-big project?,106464,56417,24,"I'm one of the authors of the Dabo framework. One of our users pointed out to me the extremely negative answer you received, and so I thought I had better chime in and clear up some of the incorrect assumptions in the first reply. Dabo is indeed well-known in the Python community. I have presented it at 3 of the last 4 US PyCons, and we have several hundred users who subscribe to our email lists. Our website (http://dabodev.com) has not had any service interruptions; I don't know why the first responder claimed to have trouble. Support is through our email lists, and we pride ourselves on helping people quickly and efficiently. Many of the newbie questions help us to identify places where our docs are lacking, so we strongly encourage newcomers to ask questions! Dabo has been around for 4 years. The fact that it is still a few days away from a 0.9 release is more of a reflection of the rather conservative version numbering of my partner, Paul McNett, than any instabilities in the framework. I know of Dabo apps that have been in production since 2006; I have used it for my own projects since 2004. Whatever importance you attach to release numbers, we are at revision 4522, with consistent work being done to add more and more stuff to the framework; refactor and streamline some of the older code, and yes, clean up some bugs. Please sign up for our free email support list: http://leafe.com/mailman/listinfo/dabo-users ...and ask any questions you may have about Dabo there. Not many people have discovered Stack Overflow yet, so I wouldn't expect very informed answers here yet. There are several regular contributors there who use Dabo on a daily basis, and are usually more than happy to offer their opinions and their help."
56820,71,"The documentation for the round() function states that you pass it a number, and the positions past the decimal to round. Thus it should do this: n = 5.59 round(n, 1) # 5.6 But, in actuality, good old floating point weirdness creeps in and you get: 5.5999999999999996 For the purposes of UI, I need to display 5.6. I poked around the Internet and found some documentation that this is dependent on my implementation of Python. Unfortunately, this occurs on both my Windows dev machine and each Linux server I've tried. See here also. Short of creating my own round library, is there any way around this?",round() in Python doesn't seem to be rounding properly,56832,56820,-4,"What about: round(n,1)+epsilon"
56820,71,"The documentation for the round() function states that you pass it a number, and the positions past the decimal to round. Thus it should do this: n = 5.59 round(n, 1) # 5.6 But, in actuality, good old floating point weirdness creeps in and you get: 5.5999999999999996 For the purposes of UI, I need to display 5.6. I poked around the Internet and found some documentation that this is dependent on my implementation of Python. Unfortunately, this occurs on both my Windows dev machine and each Linux server I've tried. See here also. Short of creating my own round library, is there any way around this?",round() in Python doesn't seem to be rounding properly,56833,56820,66,"can't help the way it's stored, but at least formatting works correctly: '%.1f' % round(n, 1) # gives you '5.6'"
56820,71,"The documentation for the round() function states that you pass it a number, and the positions past the decimal to round. Thus it should do this: n = 5.59 round(n, 1) # 5.6 But, in actuality, good old floating point weirdness creeps in and you get: 5.5999999999999996 For the purposes of UI, I need to display 5.6. I poked around the Internet and found some documentation that this is dependent on my implementation of Python. Unfortunately, this occurs on both my Windows dev machine and each Linux server I've tried. See here also. Short of creating my own round library, is there any way around this?",round() in Python doesn't seem to be rounding properly,56840,56820,5,"You can switch the data type to a integer: &gt;&gt;&gt; n = 5.59 &gt;&gt;&gt; int(n * 10) / 10.0 5.5 &gt;&gt;&gt; int(n * 10 + 0.5) 56 And then display the number by inserting the locale's decimal separator. However, Jimmy's answer is better."
56820,71,"The documentation for the round() function states that you pass it a number, and the positions past the decimal to round. Thus it should do this: n = 5.59 round(n, 1) # 5.6 But, in actuality, good old floating point weirdness creeps in and you get: 5.5999999999999996 For the purposes of UI, I need to display 5.6. I poked around the Internet and found some documentation that this is dependent on my implementation of Python. Unfortunately, this occurs on both my Windows dev machine and each Linux server I've tried. See here also. Short of creating my own round library, is there any way around this?",round() in Python doesn't seem to be rounding properly,56841,56820,3,"You can use the string format operator %, similar to sprintf. mystring = ""%.2f"" % 5.5999"
56820,71,"The documentation for the round() function states that you pass it a number, and the positions past the decimal to round. Thus it should do this: n = 5.59 round(n, 1) # 5.6 But, in actuality, good old floating point weirdness creeps in and you get: 5.5999999999999996 For the purposes of UI, I need to display 5.6. I poked around the Internet and found some documentation that this is dependent on my implementation of Python. Unfortunately, this occurs on both my Windows dev machine and each Linux server I've tried. See here also. Short of creating my own round library, is there any way around this?",round() in Python doesn't seem to be rounding properly,56844,56820,9,"You get '5.6' if you do str(round(n, 1)) instead of just round(n, 1)."
56820,71,"The documentation for the round() function states that you pass it a number, and the positions past the decimal to round. Thus it should do this: n = 5.59 round(n, 1) # 5.6 But, in actuality, good old floating point weirdness creeps in and you get: 5.5999999999999996 For the purposes of UI, I need to display 5.6. I poked around the Internet and found some documentation that this is dependent on my implementation of Python. Unfortunately, this occurs on both my Windows dev machine and each Linux server I've tried. See here also. Short of creating my own round library, is there any way around this?",round() in Python doesn't seem to be rounding properly,56845,56820,5,"Floating point math is vulnerable to slight, but annoying, precision inaccuracies. If you can work with integer or fixed point, you will be guaranteed precision."
56820,71,"The documentation for the round() function states that you pass it a number, and the positions past the decimal to round. Thus it should do this: n = 5.59 round(n, 1) # 5.6 But, in actuality, good old floating point weirdness creeps in and you get: 5.5999999999999996 For the purposes of UI, I need to display 5.6. I poked around the Internet and found some documentation that this is dependent on my implementation of Python. Unfortunately, this occurs on both my Windows dev machine and each Linux server I've tried. See here also. Short of creating my own round library, is there any way around this?",round() in Python doesn't seem to be rounding properly,56849,56820,3,printf the sucker. print '%.1f' % 5.59 # returns 5.6
56820,71,"The documentation for the round() function states that you pass it a number, and the positions past the decimal to round. Thus it should do this: n = 5.59 round(n, 1) # 5.6 But, in actuality, good old floating point weirdness creeps in and you get: 5.5999999999999996 For the purposes of UI, I need to display 5.6. I poked around the Internet and found some documentation that this is dependent on my implementation of Python. Unfortunately, this occurs on both my Windows dev machine and each Linux server I've tried. See here also. Short of creating my own round library, is there any way around this?",round() in Python doesn't seem to be rounding properly,56850,56820,81,"Formatting works correctly even without having to round: ""%.1f"" % n"
56820,71,"The documentation for the round() function states that you pass it a number, and the positions past the decimal to round. Thus it should do this: n = 5.59 round(n, 1) # 5.6 But, in actuality, good old floating point weirdness creeps in and you get: 5.5999999999999996 For the purposes of UI, I need to display 5.6. I poked around the Internet and found some documentation that this is dependent on my implementation of Python. Unfortunately, this occurs on both my Windows dev machine and each Linux server I've tried. See here also. Short of creating my own round library, is there any way around this?",round() in Python doesn't seem to be rounding properly,57704,56820,15,"round(5.59, 1) is working fine. The problem is that 5.6 cannot be represented exactly in binary floating point. &gt;&gt;&gt; 5.6 5.5999999999999996 &gt;&gt;&gt; As Vinko says, you can use string formatting to do rounding for display. Python has a module for decimal arithmetic if you need that."
56820,71,"The documentation for the round() function states that you pass it a number, and the positions past the decimal to round. Thus it should do this: n = 5.59 round(n, 1) # 5.6 But, in actuality, good old floating point weirdness creeps in and you get: 5.5999999999999996 For the purposes of UI, I need to display 5.6. I poked around the Internet and found some documentation that this is dependent on my implementation of Python. Unfortunately, this occurs on both my Windows dev machine and each Linux server I've tried. See here also. Short of creating my own round library, is there any way around this?",round() in Python doesn't seem to be rounding properly,3225829,56820,3,"Take a look at the Decimal module Decimal âis based on a floating-point model which was designed with people in mind, and necessarily has a paramount guiding principle â computers must provide an arithmetic that works in the same way as the arithmetic that people learn at school.â â excerpt from the decimal arithmetic specification. and Decimal numbers can be represented exactly. In contrast, numbers like 1.1 and 2.2 do not have an exact representations in binary floating point. End users typically would not expect 1.1 + 2.2 to display as 3.3000000000000003 as it does with binary floating point. Decimal provides the kind of operations that make it easy to write apps that require floating point operations and also need to present those results in a human readable format, e.g., accounting."
57708,60,"I'm doing some web scraping and sites frequently use HTML entities to represent non ascii characters. Does Python have a utility that takes a string with HTML entities and returns a unicode type? For example: I get back: &amp;#x01ce; which represents an ""Ç"" with a tone mark. In binary, this is represented as the 16 bit 01ce. I want to convert the html entity into the value u'\u01ce'",Convert XML/HTML Entities into Unicode String in Python,57745,57708,7,"You could find an answer here -- Getting international characters from a web page? EDIT: It seems like BeautifulSoup doesn't convert entities written in hexadecimal form. It can be fixed: import copy, re from BeautifulSoup import BeautifulSoup hexentityMassage = copy.copy(BeautifulSoup.MARKUP_MASSAGE) # replace hexadecimal character reference by decimal one hexentityMassage += [(re.compile('&amp;#x([^;]+);'), lambda m: '&amp;#%d;' % int(m.group(1), 16))] def convert(html): return BeautifulSoup(html, convertEntities=BeautifulSoup.HTML_ENTITIES, markupMassage=hexentityMassage).contents[0].string html = '&lt;html&gt;&amp;#x01ce;&amp;#462;&lt;/html&gt;' print repr(convert(html)) # u'\u01ce\u01ce' EDIT: unescape() function mentioned by @dF which uses htmlentitydefs standard module and unichr() might be more appropriate in this case."
57708,60,"I'm doing some web scraping and sites frequently use HTML entities to represent non ascii characters. Does Python have a utility that takes a string with HTML entities and returns a unicode type? For example: I get back: &amp;#x01ce; which represents an ""Ç"" with a tone mark. In binary, this is represented as the 16 bit 01ce. I want to convert the html entity into the value u'\u01ce'",Convert XML/HTML Entities into Unicode String in Python,57877,57708,18,"Use the builtin unichr -- BeautifulSoup isn't necessary: &gt;&gt;&gt; entity = '&amp;#x01ce' &gt;&gt;&gt; unichr(int(entity[3:],16)) u'\u01ce'"
57708,60,"I'm doing some web scraping and sites frequently use HTML entities to represent non ascii characters. Does Python have a utility that takes a string with HTML entities and returns a unicode type? For example: I get back: &amp;#x01ce; which represents an ""Ç"" with a tone mark. In binary, this is represented as the 16 bit 01ce. I want to convert the html entity into the value u'\u01ce'",Convert XML/HTML Entities into Unicode String in Python,58125,57708,55,"Python has the htmlentitydefs module, but this doesn't include a function to unescape HTML entities. Python developer Fredrik Lundh (author of elementtree, among other things) has such a function on his website, which works with decimal, hex and named entities: import re, htmlentitydefs ## # Removes HTML or XML character references and entities from a text string. # # @param text The HTML (or XML) source text. # @return The plain text, as a Unicode string, if necessary. def unescape(text): def fixup(m): text = m.group(0) if text[:2] == ""&amp;#"": # character reference try: if text[:3] == ""&amp;#x"": return unichr(int(text[3:-1], 16)) else: return unichr(int(text[2:-1])) except ValueError: pass else: # named entity try: text = unichr(htmlentitydefs.name2codepoint[text[1:-1]]) except KeyError: pass return text # leave as is return re.sub(""&amp;#?\w+;"", fixup, text)"
57708,60,"I'm doing some web scraping and sites frequently use HTML entities to represent non ascii characters. Does Python have a utility that takes a string with HTML entities and returns a unicode type? For example: I get back: &amp;#x01ce; which represents an ""Ç"" with a tone mark. In binary, this is represented as the 16 bit 01ce. I want to convert the html entity into the value u'\u01ce'",Convert XML/HTML Entities into Unicode String in Python,573629,57708,6,"This is a function which should help you to get it right and convert entities back to utf-8 characters. def unescape(text): """"""Removes HTML or XML character references and entities from a text string. @param text The HTML (or XML) source text. @return The plain text, as a Unicode string, if necessary. from Fredrik Lundh 2008-01-03: input only unicode characters string. http://effbot.org/zone/re-sub.htm#unescape-html """""" def fixup(m): text = m.group(0) if text[:2] == ""&amp;#"": # character reference try: if text[:3] == ""&amp;#x"": return unichr(int(text[3:-1], 16)) else: return unichr(int(text[2:-1])) except ValueError: print ""Value Error"" pass else: # named entity # reescape the reserved characters. try: if text[1:-1] == ""amp"": text = ""&amp;amp;amp;"" elif text[1:-1] == ""gt"": text = ""&amp;amp;gt;"" elif text[1:-1] == ""lt"": text = ""&amp;amp;lt;"" else: print text[1:-1] text = unichr(htmlentitydefs.name2codepoint[text[1:-1]]) except KeyError: print ""keyerror"" pass return text # leave as is return re.sub(""&amp;#?\w+;"", fixup, text)"
58119,11,"I can't tell from the Python documentation whether the re.compile(x) function may throw an exception (assuming you pass in a string). I imagine there is something that could be considered an invalid regular expression. The larger question is, where do I go to find if a given Python library call may throw exception(s) and what those are?",Does re.compile() or any given Python library call throw an exception?,58129,58119,9,"Well, re.compile certainly may: &gt;&gt;&gt; import re &gt;&gt;&gt; re.compile('he(lo') Traceback (most recent call last): File ""&lt;stdin&gt;"", line 1, in &lt;module&gt; File ""C:\Python25\lib\re.py"", line 180, in compile return _compile(pattern, flags) File ""C:\Python25\lib\re.py"", line 233, in _compile raise error, v # invalid expression sre_constants.error: unbalanced parenthesis The documentation does support this, in a roundabout way - check the bottom of the ""Module Contents"" page for (brief) description of the error exception. Unfortunately, I don't have any answer to the general question. I suppose the documentation for the various modules varies in quality and thoroughness. If there were particular modules you were interested in, you might be able to decompile them (if written in Python) or even look at the source, if they're in the standard library."
58119,11,"I can't tell from the Python documentation whether the re.compile(x) function may throw an exception (assuming you pass in a string). I imagine there is something that could be considered an invalid regular expression. The larger question is, where do I go to find if a given Python library call may throw exception(s) and what those are?",Does re.compile() or any given Python library call throw an exception?,58168,58119,6,"Unlike Java, where there are exceptions that must be declared to be raised (and some that don't have to be, but that's another story), any Python code may raise any exception at any time. There are a list of built-in exceptions, which generally has some description of when these exceptions might be raised. Its up to you as to how much exception handling you will do, and if you will handle stuff gracefully, or just fail with a traceback."
58294,8,"When I call socket.getsockname() on a socket object, it returns a tuple of my machine's internal IP and the port. However, I would like to retrieve my external IP. What's the cheapest, most efficient manner of doing this?",How do I get the external IP of a socket in Python?,58296,58294,7,"This isn't possible without cooperation from an external server, because there could be any number of NATs between you and the other computer. If it's a custom protocol, you could ask the other system to report what address it's connected to."
58294,8,"When I call socket.getsockname() on a socket object, it returns a tuple of my machine's internal IP and the port. However, I would like to retrieve my external IP. What's the cheapest, most efficient manner of doing this?",How do I get the external IP of a socket in Python?,58299,58294,4,The only way I can think of that's guaranteed to give it to you is to hit a service like http://whatismyip.com/ to get it.
58294,8,"When I call socket.getsockname() on a socket object, it returns a tuple of my machine's internal IP and the port. However, I would like to retrieve my external IP. What's the cheapest, most efficient manner of doing this?",How do I get the external IP of a socket in Python?,256358,58294,1,"import socket s = socket.socket(socket.AF_INET, socket.SOCK_STREAM) s.connect((""msn.com"",80)) s.getsockname()"
58294,8,"When I call socket.getsockname() on a socket object, it returns a tuple of my machine's internal IP and the port. However, I would like to retrieve my external IP. What's the cheapest, most efficient manner of doing this?",How do I get the external IP of a socket in Python?,2646313,58294,0,Using the address suggested in the source of http://whatismyip.com import urllib def get_my_ip_address(): whatismyip = 'http://www.whatismyip.com/automation/n09230945.asp' return urllib.urlopen(whatismyip).readlines()[0]
58622,49,"I like doxygen to create documentation of C or PHP code. I have an upcoming Python project and I think I remember that Python doesn't have /* .. */ comments and also has its own self-documentation facility which seems to be the pythonic way to document. Can I just use doxygen? Anything particular to be aware of? I have done some coding in Python but so far only on small projects where I was to lazy to document at all (yeah, I know ... but let's just pretend that's OK for now).",Can I document Python code with doxygen (and does it make sense)?,58701,58622,30,"This is documented on the doxygen website, but to summarize here: You can use doxygen to document your Python code. You can either use the Python documentation string syntax: """"""@package docstring Documentation for this module. More details. """""" def func(): """"""Documentation for a function. More details. """""" pass In which case the comments will be extracted by doxygen, but you won't be able to use any of the special doxygen commands. Or you can (similar to C-style languages under doxygen) double up the comment marker (#) on the first line before the member: ## @package pyexample # Documentation for this module. # # More details. ## Documentation for a function. # # More details. def func(): pass In that case, you can use the special doxygen commands. There's no particular Python output mode, but you can apparently improve the results by setting OPTMIZE_OUTPUT_JAVA to YES. Honestly, I'm a little surprised at the difference - it seems like once doxygen can detect the comments in ## blocks or """""" blocks, most of the work would be done and you'd be able to use the special commands in either case. Maybe they expect people using """""" to adhere to more Pythonic documentation practices and that would interfere with the special doxygen commands?"
58622,49,"I like doxygen to create documentation of C or PHP code. I have an upcoming Python project and I think I remember that Python doesn't have /* .. */ comments and also has its own self-documentation facility which seems to be the pythonic way to document. Can I just use doxygen? Anything particular to be aware of? I have done some coding in Python but so far only on small projects where I was to lazy to document at all (yeah, I know ... but let's just pretend that's OK for now).",Can I document Python code with doxygen (and does it make sense)?,59018,58622,11,"An other very good documentation tool is sphinx. It will be used for the upcoming python 2.6 documentation and is used by django and a lot of other python projects. From the sphinx website: Output formats: HTML (including Windows HTML Help) and LaTeX, for printable PDF versions Extensive cross-references: semantic markup and automatic links for functions, classes, glossary terms and similar pieces of information Hierarchical structure: easy definition of a document tree, with automatic links to siblings, parents and children Automatic indices: general index as well as a module index Code handling: automatic highlighting using the Pygments highlighter Extensions: automatic testing of code snippets, inclusion of docstrings from Python modules, and more"
58622,49,"I like doxygen to create documentation of C or PHP code. I have an upcoming Python project and I think I remember that Python doesn't have /* .. */ comments and also has its own self-documentation facility which seems to be the pythonic way to document. Can I just use doxygen? Anything particular to be aware of? I have done some coding in Python but so far only on small projects where I was to lazy to document at all (yeah, I know ... but let's just pretend that's OK for now).",Can I document Python code with doxygen (and does it make sense)?,59955,58622,18,"Sphinx is mainly a tool for formatting docs written independently from the source code, as I understand it. For generating API docs from Python docstrings, the leading tools are pdoc and pydoctor. Here's pydoctor's generated API docs for Twisted and Bazaar. Of course, if you just want to have a look at the docstrings while you're working on stuff, there's the ""pydoc"" command line tool and as well as the help() function available in the interactive interpreter."
58622,49,"I like doxygen to create documentation of C or PHP code. I have an upcoming Python project and I think I remember that Python doesn't have /* .. */ comments and also has its own self-documentation facility which seems to be the pythonic way to document. Can I just use doxygen? Anything particular to be aware of? I have done some coding in Python but so far only on small projects where I was to lazy to document at all (yeah, I know ... but let's just pretend that's OK for now).",Can I document Python code with doxygen (and does it make sense)?,497322,58622,48,"The doxypy input filter allows you to use pretty much all of Doxygen's formatting tags in a standard Python docstring format. I use it to document a large mixed C++ and Python game application framework, and it's working well."
58711,11,"I have been playing with the Ruby library ""shoes"". Basically you can write a GUI application in the following way: Shoes.app do t = para ""Not clicked!"" button ""The Label"" do alert ""You clicked the button!"" # when clicked, make an alert t.replace ""Clicked!"" # ..and replace the label's text end end This made me think - how would I design a similarly nice-to-use GUI framework in Python? One that doesn't have the usual tyings of basically being wrappers to a C* library (In the case of GTK, Tk, wx, QT etc etc) Shoes takes things from web devlopment (like #f0c2f0 style colour notation, CSS layout techniques, like :margin =&gt; 10), and from ruby (extensively using blocks in sensible ways) Python's lack of ""rubyish blocks"" makes a (metaphorically)-direct port impossible: def Shoeless(Shoes.app): self.t = para(""Not clicked!"") def on_click_func(self): alert(""You clicked the button!"") self.t.replace(""clicked!"") b = button(""The label"", click=self.on_click_func) No where near as clean, and wouldn't be nearly as flexible, and I'm not even sure if it would be implementable. Using decorators seems like an interesting way to map blocks of code to a specific action: class BaseControl: def __init__(self): self.func = None def clicked(self, func): self.func = func def __call__(self): if self.func is not None: self.func() class Button(BaseControl): pass class Label(BaseControl): pass # The actual applications code (that the end-user would write) class MyApp: ok = Button() la = Label() @ok.clicked def clickeryHappened(): print ""OK Clicked!"" if __name__ == '__main__': a = MyApp() a.ok() # trigger the clicked action Basically the decorator function stores the function, then when the action occurred (say, a click) the appropriate function would be executed. The scope of various stuff (say, the la label in the above example) could be rather complicated, but it seems doable in a fairly neat manner..","How would you design a very ""Pythonic"" UI framework?",58917,58711,7,"You could actually pull this off, but it would require using metaclasses, which are deep magic (there be dragons). If you want an intro to metaclasses, there's a series of articles from IBM which manage to introduce the ideas without melting your brain. The source code from an ORM like SQLObject might help, too, since it uses this same kind of declarative syntax."
58711,11,"I have been playing with the Ruby library ""shoes"". Basically you can write a GUI application in the following way: Shoes.app do t = para ""Not clicked!"" button ""The Label"" do alert ""You clicked the button!"" # when clicked, make an alert t.replace ""Clicked!"" # ..and replace the label's text end end This made me think - how would I design a similarly nice-to-use GUI framework in Python? One that doesn't have the usual tyings of basically being wrappers to a C* library (In the case of GTK, Tk, wx, QT etc etc) Shoes takes things from web devlopment (like #f0c2f0 style colour notation, CSS layout techniques, like :margin =&gt; 10), and from ruby (extensively using blocks in sensible ways) Python's lack of ""rubyish blocks"" makes a (metaphorically)-direct port impossible: def Shoeless(Shoes.app): self.t = para(""Not clicked!"") def on_click_func(self): alert(""You clicked the button!"") self.t.replace(""clicked!"") b = button(""The label"", click=self.on_click_func) No where near as clean, and wouldn't be nearly as flexible, and I'm not even sure if it would be implementable. Using decorators seems like an interesting way to map blocks of code to a specific action: class BaseControl: def __init__(self): self.func = None def clicked(self, func): self.func = func def __call__(self): if self.func is not None: self.func() class Button(BaseControl): pass class Label(BaseControl): pass # The actual applications code (that the end-user would write) class MyApp: ok = Button() la = Label() @ok.clicked def clickeryHappened(): print ""OK Clicked!"" if __name__ == '__main__': a = MyApp() a.ok() # trigger the clicked action Basically the decorator function stores the function, then when the action occurred (say, a click) the appropriate function would be executed. The scope of various stuff (say, the la label in the above example) could be rather complicated, but it seems doable in a fairly neat manner..","How would you design a very ""Pythonic"" UI framework?",58990,58711,2,"Maybe not as slick as the Ruby version, but how about something like this: from Boots import App, Para, Button, alert def Shoeless(App): t = Para(text = 'Not Clicked') b = Button(label = 'The label') def on_b_clicked(self): alert('You clicked the button!') self.t.text = 'Clicked!' Like Justin said, to implement this you would need to use a custom metaclass on class App, and a bunch of properties on Para and Button. This actually wouldn't be too hard. The problem you run into next is: how do you keep track of the order that things appear in the class definition? In Python 2.x, there is no way to know if t should be above b or the other way around, since you receive the contents of the class definition as a python dict. However, in Python 3.0 metaclasses are being changed in a couple of (minor) ways. One of them is the __prepare__ method, which allows you to supply your own custom dictionary-like object to be used instead -- this means you'll be able to track the order in which items are defined, and position them accordingly in the window."
58711,11,"I have been playing with the Ruby library ""shoes"". Basically you can write a GUI application in the following way: Shoes.app do t = para ""Not clicked!"" button ""The Label"" do alert ""You clicked the button!"" # when clicked, make an alert t.replace ""Clicked!"" # ..and replace the label's text end end This made me think - how would I design a similarly nice-to-use GUI framework in Python? One that doesn't have the usual tyings of basically being wrappers to a C* library (In the case of GTK, Tk, wx, QT etc etc) Shoes takes things from web devlopment (like #f0c2f0 style colour notation, CSS layout techniques, like :margin =&gt; 10), and from ruby (extensively using blocks in sensible ways) Python's lack of ""rubyish blocks"" makes a (metaphorically)-direct port impossible: def Shoeless(Shoes.app): self.t = para(""Not clicked!"") def on_click_func(self): alert(""You clicked the button!"") self.t.replace(""clicked!"") b = button(""The label"", click=self.on_click_func) No where near as clean, and wouldn't be nearly as flexible, and I'm not even sure if it would be implementable. Using decorators seems like an interesting way to map blocks of code to a specific action: class BaseControl: def __init__(self): self.func = None def clicked(self, func): self.func = func def __call__(self): if self.func is not None: self.func() class Button(BaseControl): pass class Label(BaseControl): pass # The actual applications code (that the end-user would write) class MyApp: ok = Button() la = Label() @ok.clicked def clickeryHappened(): print ""OK Clicked!"" if __name__ == '__main__': a = MyApp() a.ok() # trigger the clicked action Basically the decorator function stores the function, then when the action occurred (say, a click) the appropriate function would be executed. The scope of various stuff (say, the la label in the above example) could be rather complicated, but it seems doable in a fairly neat manner..","How would you design a very ""Pythonic"" UI framework?",60563,58711,2,"This could be an oversimplification, I don't think it would be a good idea to try to make a general purpose ui library this way. On the other hand you could use this approach (metaclasses and friends) to simplify the definition of certain classes of user interfaces for an existing ui library and depending of the application that could actually save you a significant amount of time and code lines."
58711,11,"I have been playing with the Ruby library ""shoes"". Basically you can write a GUI application in the following way: Shoes.app do t = para ""Not clicked!"" button ""The Label"" do alert ""You clicked the button!"" # when clicked, make an alert t.replace ""Clicked!"" # ..and replace the label's text end end This made me think - how would I design a similarly nice-to-use GUI framework in Python? One that doesn't have the usual tyings of basically being wrappers to a C* library (In the case of GTK, Tk, wx, QT etc etc) Shoes takes things from web devlopment (like #f0c2f0 style colour notation, CSS layout techniques, like :margin =&gt; 10), and from ruby (extensively using blocks in sensible ways) Python's lack of ""rubyish blocks"" makes a (metaphorically)-direct port impossible: def Shoeless(Shoes.app): self.t = para(""Not clicked!"") def on_click_func(self): alert(""You clicked the button!"") self.t.replace(""clicked!"") b = button(""The label"", click=self.on_click_func) No where near as clean, and wouldn't be nearly as flexible, and I'm not even sure if it would be implementable. Using decorators seems like an interesting way to map blocks of code to a specific action: class BaseControl: def __init__(self): self.func = None def clicked(self, func): self.func = func def __call__(self): if self.func is not None: self.func() class Button(BaseControl): pass class Label(BaseControl): pass # The actual applications code (that the end-user would write) class MyApp: ok = Button() la = Label() @ok.clicked def clickeryHappened(): print ""OK Clicked!"" if __name__ == '__main__': a = MyApp() a.ok() # trigger the clicked action Basically the decorator function stores the function, then when the action occurred (say, a click) the appropriate function would be executed. The scope of various stuff (say, the la label in the above example) could be rather complicated, but it seems doable in a fairly neat manner..","How would you design a very ""Pythonic"" UI framework?",62780,58711,3,With some Metaclass magic to keep the ordering I have the following working. I'm not sure how pythonic it is but it is good fun for creating simple things. class w(Wndw): title='Hello World' class txt(Txt): # either a new class text='Insert name here' lbl=Lbl(text='Hello') # or an instance class greet(Bbt): text='Greet' def click(self): #on_click method self.frame.lbl.text='Hello %s.'%self.frame.txt.text app=w()
